"   ";"CASEWHENSUBSTR(ART.TXT_ISSN_IS"
"91870";"2050-6511"
"91871";"1317-0953"
"91872";"1753-1047"
"91873";"1807-5541"
"91874";"0187-0246"
"91875";"0092-6566"
"91876";"1579-1734"
"91877";"1645-3662"
"91878";"1398-9995"
"91879";"1980-105X"
"91880";"0014-0325"
"91881";"8570-8410"
"91882";"1536-9323"
"91883";"1808-4885"
"91884";"0929-8215"
"91885";"1679-1878"
"91886";"0435-8600"
"91887";"0250-3263"
"91888";"1319-6995"
"91889";"0210-2862"
"91890";"1741-2439"
"91891";"1521-2483"
"91892";"7431-3215"
"91893";"0043-2792"
"91894";"0885-7482"
"91895";"1530-0900"
"91896";"1981-7762"
"91897";"1535-4970"
"91898";"1421-9972"
"91899";"1982-1077"
"91900";"1646-740X"
"91901";"1634-6556"
"91902";"1665-1804"
"91903";"1609-1914"
"91904";"0034-6861"
"91905";"1982-4122"
"91906";"0912-1412"
"91907";"1665-2576"
"91908";"0484-8616"
"91909";"1834-7649"
"91910";"1982-5110"
"91911";"0103-958X"
"91912";"7014-0340"
"91913";"1134-2366"
"91914";"1932-104X"
"91915";"8755-1187"
"91916";"1466-8297"
"91917";"1464-9357"
"91918";"1424-4896"
"91919";"1982-1751"
"91920";"1070-387X"
"91921";"1130-8966"
"91922";"1764-1667"
"91923";"0942-8925"
"91924";"1363-6669"
"91925";"0049-0172"
"91926";"0033-2828"
"91927";"1645-9369"
"91928";"1606-8696"
"91929";"0335-4997"
"91930";"1980-8321"
"91931";"0120-6702"
"91932";"1981-8955"
"91933";"1677-065X"
"91934";"0378-6978"
"91935";"1024-2708"
"91936";"0022-1821"
"91937";"1026-9053"
"91938";"1851-4863"
"91939";"1676-5663"
"91940";"9128-3639"
"91941";"1981-5980"
"91942";"0041-8633"
"91943";"0718-1884"
"91944";"1982-6710"
"91945";"1981-9110"
"91946";"1176-9351"
"91947";"1573-4838"
"91948";"1981-4739"
"91949";"1596-5996"
"91950";"1479-053X"
"91951";"1679-7612"
"91952";"0764-7573"
"91953";"0003-8695"
"91954";"0962-9300"
"91955";"0373-9252"
"91956";"0214-8390"
"91957";"1090-0586"
"91958";"2340-7042"
"91959";"1980-4210"
"91960";"1744-7623"
"91961";"0797-2148"
"91962";"1680-8398"
"91963";"0121-9677"
"91964";"2447-8520"
"91965";"1477-0369"
"91966";"1806-0862"
"91967";"1851-037X"
"91968";"1982-0445"
"91969";"1479-5876"
"91970";"1758-4469"
"91971";"2011-5415"
"91972";"1087-5468"
"91973";"1020-1475"
"91974";"1981-0482"
"91975";"1325-9490"
"91976";"1479-8301"
"91977";"2161-7597"
"91978";"0340-6253"
"91979";"1941-9783"
"91980";"1679-9852"
"91981";"1578-0015"
"91982";"1873-9598"
"91983";"1808-4400"
"91984";"0251-3412"
"91985";"1984-5650"
"91986";"0027-9684"
"91987";"0891-1150"
"91988";"1621-0360"
"91989";"1120-3579"
"91990";"0718-5561"
"91991";"1307-4733"
"91992";"0254-3052"
"91993";"0300-5402"
"91994";"0162-2439"
"91995";"1544-0478"
"91996";"1756-0764"
"91997";"1478-0887"
"91998";"0019-5324"
"91999";"1982-8926"
"92000";"1477-8947"
"92001";"1862-8338"
"92002";"1178-9905"
"92003";"1980-9158"
"92004";"1874-091X"
"92005";"1770-9571"
"92006";"0717-957X"
"92007";"1439-4200"
"92008";"1245-2491"
"92009";"1020-4148"
"92010";"1755-0238"
"92011";"1809-452X"
"92012";"0994-2440"
"92013";"0035-3841"
"92014";"1132-9955"
"92015";"1982-9868"
"92016";"1552-4868"
"92017";"0242-8962"
"92018";"1525-3244"
"92019";"0272-4324"
"92020";"1983-1196"
"92021";"1014-9945"
"92022";"0097-3211"
"92023";"1982-663X"
"92024";"1063-7192"
"92025";"1029-3019"
"92026";"0918-2918"
"92027";"1983-3490"
"92028";"1138-1507"
"92029";"0296-8916"
"92030";"0040-585X"
"92031";"2526-2149"
"92032";"1885-799X"
"92033";"0065-2164"
"92034";"1982-4114"
"92035";"2358-727X"
"92036";"0888-9619"
"92037";"0022-278X"
"92038";"1935-1232"
"92039";"1548-7660"
"92040";"1364-9205"
"92041";"1982-9183"
"92042";"1437-6164"
"92043";"1930-5311"
"92044";"1558-2027"
"92045";"1841-8325"
"92046";"0887-8897"
"92047";"1865-1674"
"92048";"1523-9748"
"92049";"1515-6435"
"92050";"1536-2558"
"92051";"8532-7018"
"92052";"1576-6578"
"92053";"1980-976X"
"92054";"1809-4693"
"92055";"0962-7286"
"92056";"1749-0634"
"92057";"1657-4583"
"92058";"1982-3843"
"92059";"0765-5991"
"92060";"0104-2068"
"92061";"1472-6947"
"92062";"1982-4939"
"92063";"1982-6532"
"92064";"2177-823X"
"92065";"1983-3997"
"92066";"1983-683X"
"92067";"1934-2659"
"92068";"1345-0115"
"92069";"1873-9946"
"92070";"1983-6120"
"92071";"1096-6218"
"92072";"0946-1787"
"92073";"1514-9358"
"92074";"1423-0186"
"92075";"1137-6317"
"92076";"1872-3136"
"92077";"1669-824X"
"92078";"1983-6481"
"92079";"1518-919"
"92080";"1843-5629"
"92081";"0896-7091"
"92082";"1970-0466"
"92083";"1389-5567"
"92084";"1876-8946"
"92085";"1983-652X"
"92086";"1450-216X"
"92087";"1812-7495"
"92088";"0039-2480"
"92089";"0469-5097"
"92090";"2052-6121"
"92091";"1972-1641"
"92092";"1983-5779"
"92093";"0864-2141"
"92094";"1470-1316"
"92095";"1409-2158"
"92096";"0827-3383"
"92097";"2176-9540"
"92098";"1514-2655"
"92099";"2161-6620"
"92100";"1984-574X"
"92101";"1535-6191"
"92102";"0278-940X"
"92103";"2013-1720"
"92104";"1726-1953"
"92105";"1984-1159"
"92106";"1741-8771"
"92107";"1850-7107"
"92108";"1982-8977"
"92109";"1178-6450"
"92110";"0944-8594"
"92111";"1994-7364"
"92112";"2176-4565"
"92113";"1523-2581"
"92114";"1516-3385"
"92115";"1547-1063"
"92116";"1020-4237"
"92117";"1632-0859"
"92118";"0016-7029"
"92119";"3554-2365"
"92120";"0750-7658"
"92121";"1851-7595"
"92122";"1984-2406"
"92123";"1712-7971"
"92124";"0797-9231"
"92125";"1794-9815"
"92126";"1414-7688"
"92127";"1727-8120"
"92128";"1983-6678"
"92129";"1718-9438"
"92130";"1807-1694"
"92131";"0972-6853"
"92132";"2178-0544"
"92133";"1749-785X"
"92134";"1983-5396"
"92135";"0079-6336"
"92136";"1368-3500"
"92137";"1984-1213"
"92138";"2447-5246"
"92139";"0326-9795"
"92140";"1747-5414"
"92141";"1479-9456"
"92142";"1641-6562"
"92143";"1881-3704"
"92144";"1074-7931"
"92145";"0263-080X"
"92146";"1556-8571"
"92147";"1220-2118"
"92148";"1062-4996"
"92149";"1546-427X"
"92150";"1941-7632"
"92151";"0035-2004"
"92152";"1984-2503"
"92153";"2359-7003"
"92154";"1522-8517"
"92155";"1557-7430"
"92156";"1522-9645"
"92157";"1125-4718"
"92158";"1678-4463"
"92159";"1598-2939"
"92160";"2212-7976"
"92161";"0377-9688"
"92162";"2236-8035"
"92163";"1128-9686"
"92164";"7695-3491"
"92165";"1819-1894"
"92166";"1730-2064"
"92167";"1136-8969"
"92168";"0253-9276"
"92169";"1106-6563"
"92170";"1612-4782"
"92171";"1573-5109"
"92172";"1185-3638"
"92173";"1992-2655"
"92174";"0007-6465"
"92175";"0970-9320"
"92176";"0972-4362"
"92177";"1092-6488"
"92178";"2242-3265"
"92179";"6546-5873"
"92180";"1735-1995"
"92181";"1471-0307"
"92182";"1744-5302"
"92183";"1678-8842"
"92184";"3224-1135"
"92185";"1852-0308"
"92186";"1984-0853"
"92187";"1984-5014"
"92188";"2237-258X"
"92189";"2317-6423"
"92190";"0212-6753"
"92191";"1530-1567"
"92192";"0190-3187"
"92193";"1874-8481"
"92194";"1750-4910"
"92195";"1645-9415"
"92196";"0967-070X"
"92197";"1984-3402"
"92198";"1120-9224"
"92199";"1981-609X"
"92200";"1942-0900"
"92201";"1809-7359"
"92202";"1527-0025"
"92203";"0770-7576"
"92204";"1984-5790"
"92205";"1793-7035"
"92206";"0033-1244"
"92207";"1471-2326"
"92208";"9788-3921"
"92209";"1677-3004"
"92210";"1138-5863"
"92211";"2357-7614"
"92212";"0376-4753"
"92213";"1983-6589"
"92214";"1984-168X"
"92215";"1745-4522"
"92216";"2317-2002"
"92217";"1734-3402"
"92218";"2174-6087"
"92219";"9788-4731"
"92220";"1808-7973"
"92221";"1984-6886"
"92222";"1450-0647"
"92223";"1982-1093"
"92224";"1983-5965"
"92225";"1842-368X"
"92226";"1226-9239"
"92227";"1980-2307"
"92228";"1984-5375"
"92229";"0387-2343"
"92230";"1080-7446"
"92231";"2525-2933"
"92232";"1011-7571"
"92233";"1870-0594"
"92234";"1169-212X"
"92235";"1980-4415"
"92236";"1645-6416"
"92237";"1983-3407"
"92238";"0034-8553"
"92239";"1824-4777"
"92240";"2237-5422"
"92241";"0899-7659"
"92242";"2162-9412"
"92243";"0718-3186"
"92244";"1983-635X"
"92245";"1760-6497"
"92246";"0874-2782"
"92247";"0870-094X"
"92248";"2152-2650"
"92249";"1369-5886"
"92250";"1179-1713"
"92251";"2101-6178"
"92252";"9534-4004"
"92253";"1380-2038"
"92254";"1981-4372"
"92255";"1348-1509"
"92256";"2674-7286"
"92257";"1984-2066"
"92258";"1173-5988"
"92259";"1984-7920"
"92260";"1446-8107"
"92261";"1743-5889"
"92262";"1983-4047"
"92263";"8756-5005"
"92264";"0378-0864"
"92265";"1308-7649"
"92266";"2340-860X"
"92267";"1128-8019"
"92268";"1608-3199"
"92269";"1002-7807"
"92270";"8799-5670"
"92271";"1971-145X"
"92272";"1935-4576"
"92273";"1794-7154"
"92274";"1677-4299"
"92275";"1132-7170"
"92276";"1881-3054"
"92277";"2175-1870"
"92278";"1877-282X"
"92279";"1319-8025"
"92280";"0023-5962"
"92281";"1603-9769"
"92282";"1983-0254"
"92283";"1856-1594"
"92284";"1317-9535"
"92285";"1297-8213"
"92286";"1932-5517"
"92287";"1672-1977"
"92288";"2175-2737"
"92289";"1024-6274"
"92290";"1983-991X"
"92291";"1971-8853"
"92292";"0263-5046"
"92293";"1521-0669"
"92294";"1435-5930"
"92295";"0144-0322"
"92296";"2666-1217"
"92297";"2238-927X"
"92298";"0200-0032"
"92299";"1028-6535"
"92300";"0355-3930"
"92301";"2174-1425"
"92302";"1556-6056"
"92303";"2179-6025"
"92304";"9788-5622"
"92305";"1569-2558"
"92306";"1021-1209"
"92307";"1657-0987"
"92308";"1793-6756"
"92309";"1478-5706"
"92310";"2598-9898"
"92311";"0843-4468"
"92312";"1984-8897"
"92313";"2175-5892"
"92314";"1542-8044"
"92315";"1984-3283"
"92316";"1800-0576"
"92317";"1898-9934"
"92318";"1464-5246"
"92319";"2175-7194"
"92320";"4546-5878"
"92321";"1982-9973"
"92322";"2175-8093"
"92323";"1852-4680"
"92324";"1665-8906"
"92325";"1886-6212"
"92326";"0951-7626"
"92327";"2175-6996"
"92328";"1851-2526"
"92329";"1081-5589"
"92330";"1983-3813"
"92331";"1983-3989"
"92332";"1971-5498"
"92333";"1090-3941"
"92334";"0024-2004"
"92335";"1434-9949"
"92336";"1097-0118"
"92337";"2177-6784"
"92338";"0032-0005"
"92339";"2175-7054"
"92340";"1174-5398"
"92341";"2175-862X"
"92342";"1877-3435"
"92343";"2175-0912"
"92344";"1909-230X"
"92345";"1525-4011"
"92346";"0009-2355"
"92347";"2031-4981"
"92348";"3507-8154"
"92349";"1888-4636"
"92350";"0120-5919"
"92351";"1981-7312"
"92352";"1643-4439"
"92353";"1980-6728"
"92354";"1692-7451"
"92355";"2177-3394"
"92356";"1305-2411"
"92357";"1983-8743"
"92358";"0249-6674"
"92359";"1136-5536"
"92360";"0973-029X"
"92361";"1500-1660"
"92362";"1557-4660"
"92363";"2175-2850"
"92364";"1759-5061"
"92365";"1862-4065"
"92366";"1317-8369"
"92367";"0170-0413"
"92368";"1376-0963"
"92369";"2238-4847"
"92370";"1469-6711"
"92371";"2175-389X"
"92372";"2176-2481"
"92373";"1983-9642"
"92374";"2175-263X"
"92375";"2176-0705"
"92376";"1645-7927"
"92377";"1433-1284"
"92378";"2162-6472"
"92379";"1679-6640"
"92380";"1514-6464"
"92381";"1542-4863"
"92382";"1840-3719"
"92383";"2176-1132"
"92384";"2175-7801"
"92385";"2317-4390"
"92386";"2175-3539"
"92387";"2176-4190"
"92388";"1940-6223"
"92389";"2176-2376"
"92390";"1471-2970"
"92391";"0003-0198"
"92392";"1875-5100"
"92393";"2176-0950"
"92394";"2176-6207"
"92395";"0373-2266"
"92396";"1311-9109"
"92397";"1881-1760"
"92398";"2317-0123"
"92399";"2035-0031"
"92400";"1807-1813"
"92401";"2176-8080"
"92402";"0120-6222"
"92403";"1806-9339"
"92404";"1616-9956"
"92405";"1806-8057"
"92406";"0958-2029"
"92407";"1982-0534"
"92408";"1940-5901"
"92409";"2176-4441"
"92410";"2176-2236"
"92411";"0950-0804"
"92412";"2176-1299"
"92413";"2446-5194"
"92414";"1130-8508"
"92415";"0770-8378"
"92416";"1852-0669"
"92417";"0708-2398"
"92418";"1851-5843"
"92419";"1751-200X"
"92420";"0370-5404"
"92421";"2177-661X"
"92422";"1020-4067"
"92423";"0866-5583"
"92424";"1667-4154"
"92425";"1984-7319"
"92426";"1609-7211"
"92427";"1984-6002"
"92428";"2176-638X"
"92429";"1884-0760"
"92430";"2176-0152"
"92431";"0020-0123"
"92432";"9788-8958"
"92433";"0241-2799"
"92434";"1559-6095"
"92435";"1559-3940"
"92436";"2176-1248"
"92437";"2469-9969"
"92438";"1134-8445"
"92439";"2090-0716"
"92440";"1733-8026"
"92441";"1744-2389"
"92442";"2177-5060"
"92443";"9789-8996"
"92444";"1657-6276"
"92445";"0084-2117"
"92446";"7192-4345"
"92447";"1687-9120"
"92448";"1258-8210"
"92449";"1521-379X"
"92450";"1134-6396"
"92451";"1889-4208"
"92452";"1468-330X"
"92453";"1980-6078"
"92454";"8586-6849"
"92455";"2176-0934"
"92456";"1982-3096"
"92457";"1524-4733"
"92458";"2317-0204"
"92459";"2040-7939"
"92460";"1809-1326"
"92461";"1646-3854"
"92462";"2041-2851"
"92463";"0739-6260"
"92464";"1177-2719"
"92465";"1990-3952"
"92466";"1948-593X"
"92467";"9869-8788"
"92468";"0104-8643"
"92469";"0954-349X"
"92470";"1424-3806"
"92471";"1755-5949"
"92472";"1126-5779"
"92473";"1759-6831"
"92474";"1085-5629"
"92475";"2177-1502"
"92476";"1935-0090"
"92477";"1760-7507"
"92478";"0194-6595"
"92479";"1806-9983"
"92480";"2175-1412"
"92481";"1935-570X"
"92482";"1755-5930"
"92483";"2166-5885"
"92484";"1682-4660"
"92485";"1567-2352"
"92486";"2102-5886"
"92487";"0734-7332"
"92488";"1964-8189"
"92489";"1991-3341"
"92490";"1983-9510"
"92491";"0952-1895"
"92492";"0120-3754"
"92493";"1885-2998"
"92494";"1157-1330"
"92495";"2177-0506"
"92496";"2176-3364"
"92497";"1982-2057"
"92498";"2003-0789"
"92499";"0019-7084"
"92500";"1537-6680"
"92501";"1750-385X"
"92502";"0972-0707"
"92503";"2177-1170"
"92504";"1129-5643"
"92505";"2042-3438"
"92506";"2100-014X"
"92507";"1753-8378"
"92508";"1773-0120"
"92509";"1064-1211"
"92510";"2229-6999"
"92511";"1619-4993"
"92512";"1676-1936"
"92513";"0040-5736"
"92514";"2039-6457"
"92515";"1982-498X"
"92516";"2176-719X"
"92517";"1728-7715"
"92518";"2102-5452"
"92519";"1348-8147"
"92520";"9788-8966"
"92521";"2247-8531"
"92522";"2175-1641"
"92523";"2316-3933"
"92524";"2176-6452"
"92525";"1863-0197"
"92526";"1659-4223"
"92527";"1577-5917"
"92528";"2177-0034"
"92529";"1949-4904"
"92530";"2177-7845"
"92531";"1798-0461"
"92532";"1988-2807"
"92533";"0300-4422"
"92534";"1358-3883"
"92535";"0713-3936"
"92536";"2177-5052"
"92537";"1874-9836"
"92538";"1514-5794"
"92539";"0010-1931"
"92540";"8804-3991"
"92541";"2178-079X"
"92542";"2177-5923"
"92543";"2072-9979"
"92544";"9729-5469"
"92545";"2177-4110"
"92546";"1362-4806"
"92547";"1943-3875"
"92548";"2177-7586"
"92549";"1927-6982"
"92550";"1974-3327"
"92551";"2176-9656"
"92552";"1819-6357"
"92553";"2177-9392"
"92554";"0369-5034"
"92555";"0952-8776"
"92556";"2175-6120"
"92557";"0066-4677"
"92558";"2011-6292"
"92559";"1015-0919"
"92560";"1552-5031"
"92561";"1063-2042"
"92562";"0041-2805"
"92563";"2177-790X"
"92564";"2177-9457"
"92565";"0718-4379"
"92566";"0162-8178"
"92567";"1528-9117"
"92568";"0072-9094"
"92569";"2178-3519"
"92570";"0800-0395"
"92571";"1573-904X"
"92572";"1875-6867"
"92573";"0009-3122"
"92574";"0044-5193"
"92575";"2006-201X"
"92576";"2177-9090"
"92577";"1930-0158"
"92578";"2178-8030"
"92579";"1751-8229"
"92580";"2177-5761"
"92581";"1020-3435"
"92582";"2177-3815"
"92583";"0974-391X"
"92584";"1179-1586"
"92585";"0000-409X"
"92586";"1820-6131"
"92587";"2178-2075"
"92588";"1357-0021"
"92589";"2036-7422"
"92590";"2177-319X"
"92591";"2177-6008"
"92592";"9788-5550"
"92593";"1932-846X"
"92594";"1991-4768"
"92595";"2178-0722"
"92596";"0006-6729"
"92597";"1918-3003"
"92598";"2029-3011"
"92599";"0326-2219"
"92600";"1981-3864"
"92601";"1087-724X"
"92602";"1897-4287"
"92603";"2178-5449"
"92604";"1409-0112"
"92605";"1983-7208"
"92606";"1988-3048"
"92607";"2178-1338"
"92608";"2178-8618"
"92609";"2318-4922"
"92610";"2175-2761"
"92611";"2177-7748"
"92612";"0973-3140"
"92613";"2176-7556"
"92614";"1077-6990"
"92615";"2038-0321"
"92616";"2070-1845"
"92617";"1134-4032"
"92618";"1163-4464"
"92619";"1646-7051"
"92620";"1991-0894"
"92621";"2175-6295"
"92622";"2090-214X"
"92623";"0120-8551"
"92624";"1942-3594"
"92625";"2178-602X"
"92626";"1439-0434"
"92627";"2179-7005"
"92628";"1084-9467"
"92629";"0095-2583"
"92630";"2177-692X"
"92631";"0923-2532"
"92632";"2238-667X"
"92633";"2178-2997"
"92634";"2178-9932"
"92635";"2763-6178"
"92636";"2176-3445"
"92637";"2179-4111"
"92638";"1981-3031"
"92639";"1208-6037"
"92640";"2175-9057"
"92641";"1556-3707"
"92642";"1868-3207"
"92643";"2218-3930"
"92644";"2175-0432"
"92645";"2176-8676"
"92646";"1381-4788"
"92647";"1555-130X"
"92648";"0011-9695"
"92649";"2179-0914"
"92650";"0188-1396"
"92651";"1213-8118"
"92652";"2179-0515"
"92653";"2179-6793"
"92654";"2177-8655"
"92655";"1909-8758"
"92656";"2175-5310"
"92657";"1866-7910"
"92658";"2358-6966"
"92659";"0869-1738"
"92660";"2156-3527"
"92661";"0036-8156"
"92662";"1130-0108"
"92663";"2178-3845"
"92664";"0190-0412"
"92665";"0975-0185"
"92666";"1365-2435"
"92667";"1753-8165"
"92668";"2090-1445"
"92669";"1600-0463"
"92670";"2177-7314"
"92671";"0967-0769"
"92672";"1744-4128"
"92673";"2176-8935"
"92674";"0883-6612"
"92675";"2179-4413"
"92676";"0090-5550"
"92677";"1647-1660"
"92678";"1877-5233"
"92679";"1518-0203"
"92680";"1351-5993"
"92681";"1045-1064"
"92682";"2216-1082"
"92683";"1555-5879"
"92684";"2157-8966"
"92685";"1074-0961"
"92686";"2179-2070"
"92687";"1864-6433"
"92688";"1514-9838"
"92689";"1064-7554"
"92690";"1777-4098"
"92691";"1414-6290"
"92692";"2179-5363"
"92693";"0097-966X"
"92694";"2179-1651"
"92695";"1522-4740"
"92696";"1688-3543"
"92697";"2141-2413"
"92698";"0975-9018"
"92699";"0718-8838"
"92700";"7435-2350"
"92701";"2176-3135"
"92702";"9482-0155"
"92703";"0953-0460"
"92704";"1838-675X"
"92705";"0976-4143"
"92706";"1692-5726"
"92707";"1500-1504"
"92708";"0048-1459"
"92709";"2236-6563"
"92710";"2090-1364"
"92711";"2175-0378"
"92712";"1951-6711"
"92713";"0025-5785"
"92714";"1057-2252"
"92715";"2013-570X"
"92716";"0035-0974"
"92717";"0393-2729"
"92718";"2191-0162"
"92719";"2178-7573"
"92720";"1920-454X"
"92721";"0872-3907"
"92722";"2076-2518"
"92723";"2001-0001"
"92724";"1529-8094"
"92725";"1934-9408"
"92726";"0802-8192"
"92727";"1856-5301"
"92728";"0019-5480"
"92729";"1561-5413"
"92730";"1604-8628"
"92731";"2236-9740"
"92732";"8089-979X"
"92733";"1971-9450"
"92734";"2090-5521"
"92735";"1984-6908"
"92736";"1053-4202"
"92737";"2179-8400"
"92738";"2190-4715"
"92739";"2074-4692"
"92740";"2176-980X"
"92741";"1063-6927"
"92742";"1549-3776"
"92743";"0771-6796"
"92744";"2176-6991"
"92745";"1316-9688"
"92746";"0975-413X"
"92747";"0023-8376"
"92748";"2178-8596"
"92749";"2220-8860"
"92750";"1932-5584"
"92751";"1867-2450"
"92752";"2178-3918"
"92753";"1667-3735"
"92754";"2316-7521"
"92755";"2014-1505"
"92756";"2178-4388"
"92757";"1931-8421"
"92758";"2179-6661"
"92759";"9981-7748"
"92760";"2000-0669"
"92761";"0591-0633"
"92762";"1916-9795"
"92763";"2231-0746"
"92764";"2179-3751"
"92765";"1536-4844"
"92766";"1798-6540"
"92767";"2236-3866"
"92768";"2105-0392"
"92769";"1364-2987"
"92770";"2236-2940"
"92771";"1463-6697"
"92772";"8983-3376"
"92773";"2317-6954"
"92774";"2306-6741"
"92775";"0718-1876"
"92776";"0002-3035"
"92777";"2179-9989"
"92778";"2141-6613"
"92779";"2212-9820"
"92780";"1042-3680"
"92781";"0035-6212"
"92782";"2221-1691"
"92783";"2179-9156"
"92784";"1668-8104"
"92785";"1573-1480"
"92786";"0294-3069"
"92787";"1942-3527"
"92788";"1547-9129"
"92789";"0930-5157"
"92790";"1449-9789"
"92791";"2236-6199"
"92792";"1305-8223"
"92793";"2070-1918"
"92794";"1345-9139"
"92795";"2090-3081"
"92796";"0158-9938"
"92797";"1923-2861"
"92798";"2236-3726"
"92799";"2236-7268"
"92800";"2153-120X"
"92801";"1516-1633"
"92802";"2236-7942"
"92803";"2230-245X"
"92804";"2236-2118"
"92805";"0869-5911"
"92806";"1573-7497"
"92807";"2176-0810"
"92808";"1982-1653"
"92809";"1496-4287"
"92810";"2146-0744"
"92811";"0361-4476"
"92812";"0370-8179"
"92813";"0077-0892"
"92814";"1533-869X"
"92815";"1098-898X"
"92816";"0031-6873"
"92817";"2178-583X"
"92818";"2236-2479"
"92819";"2236-0050"
"92820";"0723-5186"
"92821";"1863-7809"
"92822";"1985-2304"
"92823";"1982-6400"
"92824";"2161-6663"
"92825";"0268-960X"
"92826";"2090-5661"
"92827";"2236-6830"
"92828";"0160-7634"
"92829";"3154-3510"
"92830";"2318-9398"
"92831";"1982-6389"
"92832";"2177-1545"
"92833";"2236-7314"
"92834";"2141-6605"
"92835";"0186-9418"
"92836";"1667-0000"
"92837";"1853-7014"
"92838";"1281-7082"
"92839";"2090-1321"
"92840";"1946-3952"
"92841";"1850-5937"
"92842";"2107-691X"
"92843";"1594-8447"
"92844";"2161-2625"
"92845";"2090-2905"
"92846";"2238-510X"
"92847";"1941-3084"
"92848";"2236-6643"
"92849";"2236-904X"
"92850";"2661-3360"
"92851";"1662-5137"
"92852";"2238-4251"
"92853";"1864-306X"
"92854";"2011-7922"
"92855";"0186-4084"
"92856";"2152-5250"
"92857";"2104-3752"
"92858";"1982-9736"
"92859";"2077-1444"
"92860";"2237-0579"
"92861";"1175-8716"
"92862";"2236-4544"
"92863";"2039-5086"
"92864";"1870-9079"
"92865";"2687-7910"
"92866";"2176-0977"
"92867";"1557-8100"
"92868";"2076-099X"
"92869";"0167-4099"
"92870";"1076-2809"
"92871";"1808-8724"
"92872";"1759-7218"
"92873";"1050-3293"
"92874";"0289-7938"
"92875";"1438-6666"
"92876";"2359-3466"
"92877";"0872-4830"
"92878";"2236-9317"
"92879";"2175-9944"
"92880";"2007-0888"
"92881";"2177-6504"
"92882";"2160-5866"
"92883";"0328-0764"
"92884";"0104-7093"
"92885";"2177-1537"
"92886";"1338-2799"
"92887";"2192-6905"
"92888";"1853-9297"
"92889";"1937-2825"
"92890";"0326-1441"
"92891";"1943-5622"
"92892";"2237-2903"
"92893";"0718-316X"
"92894";"1879-4238"
"92895";"2237-051X"
"92896";"1360-0613"
"92897";"1888-9891"
"92898";"2179-104X"
"92899";"1852-8554"
"92900";"0010-4132"
"92901";"2237-2369"
"92902";"2675-6846"
"92903";"2447-1488"
"92904";"0036-9330"
"92905";"1226-1025"
"92906";"2236-0301"
"92907";"0268-1072"
"92908";"2090-3502"
"92909";"2179-4367"
"92910";"8042-0605"
"92911";"2155-5435"
"92912";"1471-7727"
"92913";"2222-4181"
"92914";"2093-9655"
"92915";"2141-2324"
"92916";"1121-2918"
"92917";"2178-5678"
"92918";"0757-2271"
"92919";"1687-8485"
"92920";"1865-1984"
"92921";"2183-9522"
"92922";"2178-6933"
"92923";"2178-0161"
"92924";"1909-941X"
"92925";"2161-7384"
"92926";"2357-7509"
"92927";"2156-8499"
"92928";"2237-3284"
"92929";"2237-5112"
"92930";"2176-6363"
"92931";"2236-8124"
"92932";"2175-0955"
"92933";"1052-5173"
"92934";"1981-9005"
"92935";"0017-8098"
"92936";"2237-4078"
"92937";"0214-9887"
"92938";"1746-0980"
"92939";"0719-0700"
"92940";"2156-5872"
"92941";"0034-7914"
"92942";"2088-9739"
"92943";"1792-1341"
"92944";"2160-6927"
"92945";"1790-1979"
"92946";"2526-3889"
"92947";"0383-431X"
"92948";"2675-7214"
"92949";"2011-2106"
"92950";"2317-9155"
"92951";"2092-7355"
"92952";"0390-6744"
"92953";"1061-5466"
"92954";"1659-455X"
"92955";"2155-9872"
